"";"b";"V1";"V2";"ganhador";"V1_n";"V2_n";"prev"
"1";"https://www.vlr.gg/220450/edward-gaming-vs-loud-champions-tour-2023-masters-tokyo-lr1";"EDward Gaming 54.97%  ";"LOUD 45.03%  ";"1";54,97;45,03;1
"2";"https://www.vlr.gg/220449/drx-vs-nrg-esports-champions-tour-2023-masters-tokyo-lr1";"DRX 83.64%  ";"NRG Esports 16.36%  ";"0";83,64;16,36;1
