"";"b";"V1";"V2";"ganhador";"V1_n";"V2_n";"prev"
"1";"https://www.vlr.gg/209032/maru-gaming-vs-slt-seongam-world-cyber-games-challengers-league-korea-split-2-lf";"Maru Gaming 33.36%  ";"SLT Seongam 66.64%  ";"0";33,36;66,64;0
"2";"https://www.vlr.gg/181477/action-ph-vs-zol-esports-challengers-league-philippines-split-2-playoffs-lr1";"Action PH 76.82%  ";"ZOL Esports 23.18%  ";"0";76,82;23,18;1
"3";"https://www.vlr.gg/216300/twokay-vs-team-big-baam-challengers-league-vietnam-split-2-d14";"TwoKay 32.98%  ";"Team Big BAAM 67.02%  ";"0";32,98;67,02;0
"4";"https://www.vlr.gg/216301/lazy-vs-fancy-united-esports-challengers-league-vietnam-split-2-d14";"LAZY 39.53%  ";"Fancy United Esports 60.47%  ";"0";39,53;60,47;0
"5";"https://www.vlr.gg/181478/gamelab-alpha-vs-mvp-esports-challengers-league-philippines-split-2-playoffs-lr1";"GameLab Alpha 43.44%  ";"MVP Esports 56.56%  ";"0";43,44;56,56;0
"6";"https://www.vlr.gg/197719/bleed-vs-kizuna-esports-challengers-league-malaysia-singapore-split-2-uf";"BLEED 75.39%  ";"Kizuna Esports 24.61%  ";"1";75,39;24,61;1
"7";"https://www.vlr.gg/197720/enigma-gaming-vs-x10-esports-challengers-league-malaysia-singapore-split-2-lr2";"Enigma Gaming 23.82%  ";"X10 Esports 76.18%  ";"0";23,82;76,18;0
"8";"https://www.vlr.gg/213197/fnatic-vs-team-liquid-champions-tour-2023-emea-league-ubf";"FNATIC 60.85%  ";"Team Liquid 39.15%  ";"1";60,85;39,15;1
"9";"https://www.vlr.gg/213201/natus-vincere-vs-fut-esports-champions-tour-2023-emea-league-lr2";"Natus Vincere 72.65%  ";"FUT Esports 27.35%  ";"0";72,65;27,35;1
"10";"https://www.vlr.gg/189054/loud-vs-evil-geniuses-champions-tour-2023-americas-league-ubf";"LOUD 57.95%  ";"Evil Geniuses 42.05%  ";"1";57,95;42,05;1
"11";"https://www.vlr.gg/189058/cloud9-vs-nrg-esports-champions-tour-2023-americas-league-lr2";"Cloud9 66.03%  ";"NRG Esports 33.97%  ";"0";66,03;33,97;1
