"";"b";"V1";"V2";"ganhador";"V1_n";"V2_n";"prev"
"1";"https://www.vlr.gg/219740/nerdpunt-vs-bonkers-challengers-league-oceania-split-2-regional-playoffs-gf";"NerdPunt 39.54%  ";"Bonkers 60.46%  ";"0";39,54;60,46;0
"2";"https://www.vlr.gg/221309/team-smg-gc-vs-full-sense-sapphire-game-changers-2023-asia-pacific-open-2-playoffs-gf";"Team SMG GC 61.36%  ";"FULL SENSE SAPPHIRE 38.64%  ";"1";61,36;38,64;1
"3";"https://www.vlr.gg/211914/orangutan-vs-reckoning-esports-challengers-league-south-asia-split-2-gf";"Orangutan 77.73%  ";"Reckoning Esports 22.27%  ";"1";77,73;22,27;1
"4";"https://www.vlr.gg/188517/cgn-esports-vs-mouz-challengers-league-dach-evolution-split-2-playoffs-gf";"CGN Esports 45.13%  ";"MOUZ 54.87%  ";"1";45,13;54,87;0
"5";"https://www.vlr.gg/214676/gentle-mates-vs-mandatory-challengers-league-france-revolution-split-2-gf";"Gentle Mates 45.1%  ";"Mandatory 54.9%  ";"1";45,1;54,9;0
"6";"https://www.vlr.gg/214691/case-esports-vs-team-queso-challengers-league-spain-rising-split-2-gf";"Case Esports 36.9%  ";"Team Queso 63.1%  ";"1";36,9;63,1;0
"7";"https://www.vlr.gg/217618/diamant-esports-vs-enterprise-esports-challengers-league-east-surge-split-2-lbf";"Diamant Esports 60.23%  ";"Enterprise Esports 39.77%  ";"0";60,23;39,77;1
"8";"https://www.vlr.gg/211786/gmt-esports-vs-dsyre-challengers-league-italy-rinascimento-split-2-gf";"GMT Esports 54.85%  ";"DSYRE 45.15%  ";"0";54,85;45,15;1
"9";"https://www.vlr.gg/212531/m80-vs-the-guard-challengers-league-north-america-gf";"M80 63.93%  ";"The Guard 36.07%  ";"1";63,93;36,07;1
"10";"https://www.vlr.gg/216232/s2g-esports-vs-digital-athletics-challengers-league-turkey-birlik-split-2-playoffs-gf";"S2G Esports 60.43%  ";"Digital Athletics 39.57%  ";"0";60,43;39,57;1
