"";"b";"V1";"V2";"ganhador";"V1_n";"V2_n";"prev"
"1";"https://www.vlr.gg/184493/paper-rex-vs-gen-g-champions-tour-2023-pacific-league-w8";"Paper Rex 58.82%  ";"Gen.G 41.18%  ";"1";58,82;41,18;1
"2";"https://www.vlr.gg/204423/funplus-phoenix-vs-nter-fgc-valorant-invitational-2023-act-2-winners-c";"FunPlus Phoenix 71.66%  ";"NTER 28.34%  ";"1";71,66;28,34;1
"3";"https://www.vlr.gg/184494/zeta-division-vs-t1-champions-tour-2023-pacific-league-w8";"ZETA DIVISION 23.48%  ";"T1 76.52%  ";"0";23,48;76,52;0
"4";"https://www.vlr.gg/204428/totoro-gaming-vs-rare-atom-fgc-valorant-invitational-2023-act-2-winners-d";"Totoro Gaming 73.1%  ";"Rare Atom 26.9%  ";"1";73,1;26,9;1
"5";"https://www.vlr.gg/204047/revenant-esports-vs-orangutan-challengers-league-south-asia-split-2-w3";"Revenant Esports 33.55%  ";"Orangutan 66.45%  ";"0";33,55;66,45;0
"6";"https://www.vlr.gg/184055/bbl-esports-vs-team-liquid-champions-tour-2023-emea-league-w7";"BBL Esports 33.29%  ";"Team Liquid 66.71%  ";"0";33,29;66,71;0
"7";"https://www.vlr.gg/184056/koi-vs-team-heretics-champions-tour-2023-emea-league-w7";"KOI 65.97%  ";"Team Heretics 34.03%  ";"1";65,97;34,03;1
"8";"https://www.vlr.gg/196156/the-guard-vs-mad-lions-challengers-league-north-america-w4";"The Guard 39.2%  ";"MAD Lions 60.8%  ";"1";39,2;60,8;0
"9";"https://www.vlr.gg/202363/infinity-vs-all-knights-challengers-league-latam-south-fire-split-2-w3";"INFINITY 52.05%  ";"All Knights 47.95%  ";"1";52,05;47,95;1
"10";"https://www.vlr.gg/196157/m80-vs-disguised-challengers-league-north-america-w4";"M80 70.39%  ";"Disguised 29.61%  ";"1";70,39;29,61;1
"11";"https://www.vlr.gg/202364/ebro-gaming-vs-9z-team-challengers-league-latam-south-fire-split-2-w3";"EBRO Gaming 15.31%  ";"9z Team 84.69%  ";"0";15,31;84,69;0
