"";"b";"V1";"V2";"ganhador";"V1_n";"V2_n";"prev"
"1";"https://www.vlr.gg/220442/fnatic-vs-nrg-esports-champions-tour-2023-masters-tokyo-ubqf";"FNATIC 55.8%  ";"NRG Esports 44.2%  ";"1";55,8;44,2;1
"2";"https://www.vlr.gg/220441/paper-rex-vs-drx-champions-tour-2023-masters-tokyo-ubqf";"Paper Rex 50.9%  ";"DRX 49.1%  ";"1";50,9;49,1;1
