"";"b";"V1";"V2";"ganhador";"V1_n";"V2_n";"prev"
"x1";"https://www.vlr.gg/189507/crest-gaming-zst-vs-fav-gaming-challengers-league-japan-split-2-lf";"Crest Gaming Zst 16.2%  ";"FAV gaming 83.8%  ";"1";16,2;83,8;0
"x2";"https://www.vlr.gg/186429/dragon-ranger-gaming-vs-edward-gaming-fgc-valorant-invitational-2023-act-1-d8";"Dragon Ranger Gaming 1.5%  ";"EDward Gaming 98.5%  ";"0";1,5;98,5;0
"x3";"https://www.vlr.gg/188317/dominatus-vs-bigetron-arctic-challengers-league-indonesia-split-2-r3";"Dominatus 41.02%  ";"Bigetron Arctic 58.98%  ";"0";41,02;58,98;0
"x4";"https://www.vlr.gg/189508/next-esports-vs-sengoku-gaming-challengers-league-japan-split-2-lf";"Next Esports 73.43%  ";"Sengoku Gaming 26.57%  ";"0";73,43;26,57;1
"x5";"https://www.vlr.gg/186430/weibo-gaming-vs-attacking-soul-esports-fgc-valorant-invitational-2023-act-1-d8";"Weibo Gaming 83.75%  ";"Attacking Soul Esports 16.25%  ";"0";83,75;16,25;1
"x6";"https://www.vlr.gg/188126/s2-esports-vs-roa-challengers-league-taiwan-hong-kong-split-2-r1";"S2 Esports 57.75%  ";"ROA 42.25%  ";"0";57,75;42,25;1
"x7";"https://www.vlr.gg/188318/alter-ego-vs-boom-esports-challengers-league-indonesia-split-2-r3";"Alter Ego 47.87%  ";"BOOM Esports 52.13%  ";"1";47,87;52,13;0
"x8";"https://www.vlr.gg/188350/xerxia-esports-vs-team-nkt-challengers-league-thailand-split-2-w1";"XERXIA Esports 97.2%  ";"Team NKT 2.8%  ";"1";97,2;2,8;1
"x9";"https://www.vlr.gg/189509/igzist-vs-focus-e-sports-challengers-league-japan-split-2-lf";"IGZIST 94.82%  ";"Focus e-Sports 5.18%  ";"1";94,82;5,18;1
"x10";"https://www.vlr.gg/188022/bleed-vs-kizuna-esports-challengers-league-malaysia-singapore-split-2-d3";"BLEED 67.06%  ";"Kizuna Esports 32.94%  ";"1";67,06;32,94;1
"x11";"https://www.vlr.gg/189026/looking-for-sponsors-vs-zol-esports-challengers-league-philippines-split-2-regular-season-w1";"Looking for Sponsors 45.65%  ";"ZOL Esports 54.35%  ";"0";45,65;54,35;0
"x12";"https://www.vlr.gg/186431/nter-vs-tyloo-fgc-valorant-invitational-2023-act-1-d8";"NTER 30.77%  ";"TYLOO 69.23%  ";"1";30,77;69,23;0
"x13";"https://www.vlr.gg/188127/utt-esports-vs-ghetto-artist-challengers-league-taiwan-hong-kong-split-2-r1";"UTT Esports 34.6%  ";"Ghetto Artist 65.4%  ";"1";34,6;65,4;0
"x14";"https://www.vlr.gg/188351/attack-all-around-vs-capybara-challengers-league-thailand-split-2-w1";"Attack All Around 94.91%  ";"Capybara 5.09%  ";"1";94,91;5,09;1
"x15";"https://www.vlr.gg/188023/x10-esports-vs-bikini-bottom-pratahouse-challengers-league-malaysia-singapore-split-2-d3";"X10 Esports 88.22%  ";"Bikini Bottom Pratahouse 11.78%  ";"1";88,22;11,78;1
"x16";"https://www.vlr.gg/185896/aster-army-vs-lethal-esports-challengers-league-south-asia-split-1-w3";"Aster Army 53.37%  ";"Lethal Esports 46.63%  ";"1";53,37;46,63;1
"x17";"https://www.vlr.gg/173222/fnatic-vs-bbl-esports-champions-tour-2023-emea-league-w1";"FNATIC 62.12%  ";"BBL Esports 37.88%  ";"1";62,12;37,88;1
"x18";"https://www.vlr.gg/173223/team-heretics-vs-karmine-corp-champions-tour-2023-emea-league-w1";"Team Heretics 60.95%  ";"Karmine Corp 39.05%  ";"1";60,95;39,05;1
"x19";"https://www.vlr.gg/186047/fusion-vs-six-karma-challengers-league-latam-north-ace-split-1-gf";"FUSION 35.8%  ";"Six Karma 64.2%  ";"0";35,8;64,2;0
