"";"b";"V1";"V2";"ganhador";"V1_n";"V2_n";"prev"
"1";"https://www.vlr.gg/188335/le-crapaud-vs-arf-team-challengers-league-indonesia-split-2-r7";"Le Crapaud 30.8%  ";"ARF TEAM 69.2%  ";"1";30,8;69,2;0
"2";"https://www.vlr.gg/209025/dplus-esports-vs-gwangju-shadow-world-cyber-games-challengers-league-korea-split-2-ubsf";"Dplus Esports 78.94%  ";"Gwangju Shadow 21.06%  ";"1";78,94;21,06;1
"3";"https://www.vlr.gg/193285/funcrew-vs-mammoth-esc-challengers-league-oceania-split-2-group-stage-w7";"Funcrew 72.88%  ";"Mammoth ESC 27.12%  ";"1";72,88;27,12;1
"4";"https://www.vlr.gg/204440/attacking-soul-esports-vs-edward-gaming-fgc-valorant-invitational-2023-act-2-ubsf";"Attacking Soul Esports 14.49%  ";"EDward Gaming 85.51%  ";"1";14,49;85,51;0
"5";"https://www.vlr.gg/188336/alter-ego-vs-hike-digital-esports-challengers-league-indonesia-split-2-r7";"Alter Ego 69.17%  ";"Hike Digital Esports 30.83%  ";"0";69,17;30,83;1
"6";"https://www.vlr.gg/209026/maru-gaming-vs-nongshim-redforce-world-cyber-games-challengers-league-korea-split-2-ubsf";"Maru Gaming 73.27%  ";"Nongshim RedForce 26.73%  ";"1";73,27;26,73;1
"7";"https://www.vlr.gg/193286/koopa-troopas-vs-xyz-challengers-league-oceania-split-2-group-stage-w7";"Koopa Troopas 47.96%  ";"xyz 52.04%  ";"0";47,96;52,04;0
"8";"https://www.vlr.gg/204441/bilibili-gaming-vs-funplus-phoenix-fgc-valorant-invitational-2023-act-2-ubsf";"Bilibili Gaming 74.04%  ";"FunPlus Phoenix 25.96%  ";"1";74,04;25,96;1
"9";"https://www.vlr.gg/204052/medal-esports-vs-aster-army-challengers-league-south-asia-split-2-w4";"Medal Esports 64.2%  ";"Aster Army 35.8%  ";"1";64,2;35,8;1
"10";"https://www.vlr.gg/184058/team-heretics-vs-team-vitality-champions-tour-2023-emea-league-w8";"Team Heretics 34.99%  ";"Team Vitality 65.01%  ";"0";34,99;65,01;0
"11";"https://www.vlr.gg/184059/karmine-corp-vs-giants-gaming-champions-tour-2023-emea-league-w8";"Karmine Corp 13.3%  ";"Giants Gaming 86.7%  ";"0";13,3;86,7;0
