"";"b";"V1";"V2";"ganhador";"V1_n";"V2_n";"prev"
"1";"https://www.vlr.gg/214828/bigetron-arctic-vs-alter-ego-challengers-league-indonesia-split-2-lr2";"Bigetron Arctic 65.75%  ";"Alter Ego 34.25%  ";"0";65,75;34,25;1
"2";"https://www.vlr.gg/181479/oasis-gaming-vs-naos-challengers-league-philippines-split-2-playoffs-uf";"Oasis Gaming 57.95%  ";"NAOS 42.05%  ";"1";57,95;42,05;1
"3";"https://www.vlr.gg/219747/tim-t-i-tr-vs-lazy-challengers-league-vietnam-split-2-ubsf-1";"Tim Tài Trơ 52.4%  ";"LAZY 47.6%  ";"0";52,4;47,6;1
"4";"https://www.vlr.gg/219597/invincible-gaming-vs-nova-esports-valorant-champions-2023-china-qualifier-r1";"Invincible Gaming 51.03%  ";"Nova Esports 48.97%  ";"0";51,03;48,97;1
"5";"https://www.vlr.gg/219599/tyloo-vs-monarch-effect-valorant-champions-2023-china-qualifier-r1";"TYLOO 76.77%  ";"Monarch Effect 23.23%  ";"1";76,77;23,23;1
"6";"https://www.vlr.gg/213125/made-in-thailand-vs-crit-esports-challengers-league-thailand-split-2-lr1";"Made in Thailand 62.84%  ";"CRIT Esports 37.16%  ";"1";62,84;37,16;1
"7";"https://www.vlr.gg/213135/oblivion-force-vs-utt-esports-challengers-league-taiwan-hong-kong-split-2-lr2";"Oblivion Force 80.1%  ";"UTT Esports 19.9%  ";"1";80,1;19,9;1
"8";"https://www.vlr.gg/214829/boom-esports-vs-dominatus-challengers-league-indonesia-split-2-uf";"BOOM Esports 57.97%  ";"Dominatus 42.03%  ";"0";57,97;42,03;1
"9";"https://www.vlr.gg/219748/fancy-united-esports-vs-team-big-baam-challengers-league-vietnam-split-2-ubsf-1";"Fancy United Esports 72.12%  ";"Team Big BAAM 27.88%  ";"1";72,12;27,88;1
"10";"https://www.vlr.gg/219736/funcrew-vs-koopa-troopas-challengers-league-oceania-split-2-regional-playoffs-ur1-1";"Funcrew 63.83%  ";"Koopa Troopas 36.17%  ";"1";63,83;36,17;1
"11";"https://www.vlr.gg/181480/zol-esports-vs-mvp-esports-challengers-league-philippines-split-2-playoffs-lr2";"ZOL Esports 58.49%  ";"MVP Esports 41.51%  ";"1";58,49;41,51;1
"12";"https://www.vlr.gg/211905/reckoning-esports-vs-gods-reign-challengers-league-south-asia-split-2-ur1";"Reckoning Esports 26.97%  ";"Gods Reign 73.03%  ";"0";26,97;73,03;0
"13";"https://www.vlr.gg/213131/one-team-esports-vs-anti-eco-eco-club-challengers-league-taiwan-hong-kong-split-2-uf";"ONE Team Esports 71.06%  ";"Anti Eco Eco Club 28.94%  ";"1";71,06;28,94;1
"14";"https://www.vlr.gg/219600/dragon-ranger-gaming-vs-rare-atom-valorant-champions-2023-china-qualifier-r1";"Dragon Ranger Gaming 50.66%  ";"Rare Atom 49.34%  ";"1";50,66;49,34;1
"15";"https://www.vlr.gg/219601/nter-vs-kingzone-valorant-champions-2023-china-qualifier-r1";"NTER 79.84%  ";"Kingzone 20.16%  ";"1";79,84;20,16;1
"16";"https://www.vlr.gg/213123/full-sense-vs-xerxia-esports-challengers-league-thailand-split-2-uf";"FULL SENSE 65.42%  ";"XERXIA Esports 34.58%  ";"1";65,42;34,58;1
"17";"https://www.vlr.gg/216229/fire-flux-esports-vs-galatasaray-esports-challengers-league-turkey-birlik-split-2-playoffs-ubsf";"Fire Flux Esports 87.29%  ";"Galatasaray Esports 12.71%  ";"0";87,29;12,71;1
"18";"https://www.vlr.gg/216230/s2g-esports-vs-papara-supermassive-challengers-league-turkey-birlik-split-2-playoffs-ubsf";"S2G Esports 39.36%  ";"Papara SuperMassive 60.64%  ";"1";39,36;60,64;0
"19";"https://www.vlr.gg/212528/m80-vs-oxygen-esports-challengers-league-north-america-ubsf";"M80 64.96%  ";"Oxygen Esports 35.04%  ";"1";64,96;35,04;1
"20";"https://www.vlr.gg/212529/the-guard-vs-moist-moguls-challengers-league-north-america-ubsf";"The Guard 42.34%  ";"Moist Moguls 57.66%  ";"0";42,34;57,66;0
"21";"https://www.vlr.gg/213483/the-union-vs-00nation-challengers-league-brazil-split-2-uf";"The Union 44.08%  ";"00Nation 55.92%  ";"1";44,08;55,92;0
