"";"b";"V1";"V2";"ganhador";"V1_n";"V2_n";"prev"
"1";"https://www.vlr.gg/184515/drx-vs-team-secret-champions-tour-2023-pacific-league-playoffs-ubsf";"DRX 83.84%  ";"Team Secret 16.16%  ";"1";83,84;16,16;1
"2";"https://www.vlr.gg/204445/attacking-soul-esports-vs-edward-gaming-fgc-valorant-invitational-2023-act-2-lf";"Attacking Soul Esports 15.5%  ";"EDward Gaming 84.5%  ";"0";15,5;84,5;0
"3";"https://www.vlr.gg/184516/paper-rex-vs-t1-champions-tour-2023-pacific-league-playoffs-ubsf";"Paper Rex 63.87%  ";"T1 36.13%  ";"1";63,87;36,13;1
"4";"https://www.vlr.gg/189097/fire-flux-esports-vs-galatasaray-esports-challengers-league-turkey-birlik-split-2-group-stage-w7";"Fire Flux Esports 87.43%  ";"Galatasaray Esports 12.57%  ";"1";87,43;12,57;1
"5";"https://www.vlr.gg/204054/aster-army-vs-godlike-esports-challengers-league-south-asia-split-2-w4";"Aster Army 37.37%  ";"GodLike Esports 62.63%  ";"1";37,37;62,63;0
"6";"https://www.vlr.gg/189619/acend-vs-b8-esports-challengers-league-east-surge-split-2-r17";"Acend 78.99%  ";"B8 Esports 21.01%  ";"1";78,99;21,01;1
"7";"https://www.vlr.gg/209408/g2-gozen-vs-acend-rising-game-changers-2023-series-i-emea-playoffs-lbf";"G2 Gozen 59.28%  ";"Acend Rising 40.72%  ";"1";59,28;40,72;1
"8";"https://www.vlr.gg/189621/gonext-esports-vs-diamant-esports-challengers-league-east-surge-split-2-r17";"GONext Esports 46.52%  ";"Diamant Esports 53.48%  ";"0";46,52;53,48;0
"9";"https://www.vlr.gg/189098/galakticos-vs-digital-athletics-challengers-league-turkey-birlik-split-2-group-stage-w7";"Galakticos 36.31%  ";"Digital Athletics 63.69%  ";"1";36,31;63,69;0
"10";"https://www.vlr.gg/189622/enterprise-esports-vs-anonymo-esports-challengers-league-east-surge-split-2-r17";"Enterprise Esports 33.24%  ";"Anonymo Esports 66.76%  ";"1";33,24;66,76;0
"11";"https://www.vlr.gg/184036/mibr-vs-100-thieves-champions-tour-2023-americas-league-w8";"MIBR 57.61%  ";"100 Thieves 42.39%  ";"1";57,61;42,39;1
"12";"https://www.vlr.gg/189623/nom-esports-vs-zero-tenacity-challengers-league-east-surge-split-2-r17";"NOM Esports 57.87%  ";"Zero Tenacity 42.13%  ";"0";57,87;42,13;1
