"";"b";"V1";"V2";"ganhador";"V1_n";"V2_n";"prev"
"1";"https://www.vlr.gg/184521/drx-vs-t1-champions-tour-2023-pacific-league-playoffs-lf";"DRX 74.15%  ";"T1 25.85%  ";"1";74,15;25,85;1
"2";"https://www.vlr.gg/213202/team-liquid-vs-fut-esports-champions-tour-2023-emea-league-lbf";"Team Liquid 45.46%  ";"FUT Esports 54.54%  ";"1";45,46;54,54;0
"3";"https://www.vlr.gg/189059/evil-geniuses-vs-nrg-esports-champions-tour-2023-americas-league-lbf";"Evil Geniuses 50.89%  ";"NRG Esports 49.11%  ";"0";50,89;49,11;1
