"";"b";"V1";"V2";"ganhador";"V1_n";"V2_n";"prev"
"x1";"https://www.vlr.gg/188312/arf-team-vs-dominatus-challengers-league-indonesia-split-2-r1";"ARF TEAM 75.72%  ";"Dominatus 24.28%  ";"0";75,72;24,28;1
"x2";"https://www.vlr.gg/186422/nter-vs-totoro-gaming-fgc-valorant-invitational-2023-act-1-d6";"NTER 19.5%  ";"Totoro Gaming 80.5%  ";"0";19,5;80,5;0
"x3";"https://www.vlr.gg/189138/fav-gaming-vs-blue-bees-esp-challengers-league-japan-split-2-lr1";"FAV gaming 93.58%  ";"BLUE BEES.ESP 6.42%  ";"1";93,58;6,42;1
"x4";"https://www.vlr.gg/188313/dewa-united-esports-vs-alter-ego-challengers-league-indonesia-split-2-r2";"Dewa United Esports 12.68%  ";"Alter Ego 87.32%  ";"0";12,68;87,32;0
"x5";"https://www.vlr.gg/189021/zol-esports-vs-naos-challengers-league-philippines-split-2-regular-season-w1";"ZOL Esports 11.37%  ";"NAOS 88.63%  ";"0";11,37;88,63;0
"x6";"https://www.vlr.gg/186423/funplus-phoenix-vs-number-one-player-fgc-valorant-invitational-2023-act-1-d6";"FunPlus Phoenix 91.8%  ";"Number One Player 8.2%  ";"1";91,8;8,2;1
"x7";"https://www.vlr.gg/188346/made-in-thailand-vs-sharper-esport-challengers-league-thailand-split-2-w1";"Made in Thailand 59.78%  ";"Sharper Esport 40.22%  ";"1";59,78;40,22;1
"x8";"https://www.vlr.gg/189139/sengoku-gaming-vs-system-e-sports-challengers-league-japan-split-2-lr1";"Sengoku Gaming 31.86%  ";"SYSTEM e-Sports 68.14%  ";"1";31,86;68,14;0
"x9";"https://www.vlr.gg/188018/bleed-vs-x10-esports-challengers-league-malaysia-singapore-split-2-d1";"BLEED 34.42%  ";"X10 Esports 65.58%  ";"1";34,42;65,58;0
"x10";"https://www.vlr.gg/188314/le-crapaud-vs-hike-digital-esports-challengers-league-indonesia-split-2-r2";"Le Crapaud 63.55%  ";"Hike Digital Esports 36.45%  ";"1";63,55;36,45;1
"x11";"https://www.vlr.gg/189022/stream-raiders-nacague-vs-oasis-gaming-challengers-league-philippines-split-2-regular-season-w1";"Stream Raiders Nacague 30.1%  ";"Oasis Gaming 69.9%  ";"0";30,1;69,9;0
"x12";"https://www.vlr.gg/186424/edward-gaming-vs-tyloo-fgc-valorant-invitational-2023-act-1-d6";"EDward Gaming 87.2%  ";"TYLOO 12.8%  ";"1";87,2;12,8;1
"x13";"https://www.vlr.gg/188347/crit-esports-vs-capybara-challengers-league-thailand-split-2-w1";"CRIT Esports 70.4%  ";"Capybara 29.6%  ";"1";70,4;29,6;1
"x14";"https://www.vlr.gg/185894/medal-esports-vs-orangutan-challengers-league-south-asia-split-1-w3";"Medal Esports 20.3%  ";"Orangutan 79.7%  ";"0";20,3;79,7;0
"x15";"https://www.vlr.gg/173218/natus-vincere-vs-giants-gaming-champions-tour-2023-emea-league-w1";"Natus Vincere 52.33%  ";"Giants Gaming 47.67%  ";"1";52,33;47,67;1
"x16";"https://www.vlr.gg/173219/karmine-corp-vs-bbl-esports-champions-tour-2023-emea-league-w1";"Karmine Corp 69.76%  ";"BBL Esports 30.24%  ";"1";69,76;30,24;1
"x17";"https://www.vlr.gg/185980/m80-vs-the-guard-challengers-league-north-america-ubf";"M80 55.63%  ";"The Guard 44.37%  ";"1";55,63;44,37;1
"x18";"https://www.vlr.gg/185984/oxygen-esports-vs-tsm-challengers-league-north-america-lr2";"Oxygen Esports 47.34%  ";"TSM 52.66%  ";"1";47,34;52,66;0
"x19";"https://www.vlr.gg/183568/awake-gaming-female-vs-leviat-n-game-changers-game-changers-2023-latin-america-split-1-round-rob";"Awake Gaming Female 38.29%  ";"Leviatán GC 61.71%  ";"0";38,29;61,71;0
"x20";"https://www.vlr.gg/185985/moist-moguls-vs-g2-esports-challengers-league-north-america-lr2";"Moist Moguls 39.26%  ";"G2 Esports 60.74%  ";"0";39,26;60,74;0
