"";"b";"V1";"V2";"ganhador";"V1_n";"V2_n";"prev"
"1";"https://www.vlr.gg/209075/philippines-vs-indonesia-32nd-southeast-asian-games-sf";"Philippines 55.89%  ";"Indonesia 44.11%  ";"0";55,89;44,11;1
"2";"https://www.vlr.gg/207168/fennel-vs-crest-gaming-zst-challengers-league-japan-split-2-lr1";"FENNEL 81.08%  ";"Crest Gaming Zst 18.92%  ";"1";81,08;18,92;1
"3";"https://www.vlr.gg/209076/vietnam-vs-singapore-32nd-southeast-asian-games-sf";"Vietnam 63.01%  ";"Singapore 36.99%  ";"0";63,01;36,99;1
"4";"https://www.vlr.gg/207169/crazy-raccoon-vs-northeption-challengers-league-japan-split-2-lr1";"Crazy Raccoon 76.42%  ";"NORTHEPTION 23.58%  ";"1";76,42;23,58;1
"5";"https://www.vlr.gg/193279/guangzhou-long-lionz-vs-nerdpunt-challengers-league-oceania-split-2-group-stage-w6";"Guangzhou Long Lionz 33.9%  ";"NerdPunt 66.1%  ";"0";33,9;66,1;0
"6";"https://www.vlr.gg/204424/kingzone-vs-night-wings-gaming-fgc-valorant-invitational-2023-act-2-elim-c";"Kingzone 62.35%  ";"Night Wings Gaming 37.65%  ";"1";62,35;37,65;1
"7";"https://www.vlr.gg/193280/xyz-vs-mammoth-esc-challengers-league-oceania-split-2-group-stage-w6";"xyz 69.19%  ";"Mammoth ESC 30.81%  ";"1";69,19;30,81;1
"8";"https://www.vlr.gg/204429/gank-gaming-vs-dragon-ranger-gaming-fgc-valorant-invitational-2023-act-2-elim-d";"Gank Gaming 63.99%  ";"Dragon Ranger Gaming 36.01%  ";"0";63,99;36,01;1
"9";"https://www.vlr.gg/204045/godlike-esports-vs-medal-esports-challengers-league-south-asia-split-2-w3";"GodLike Esports 55.63%  ";"Medal Esports 44.37%  ";"1";55,63;44,37;1
"10";"https://www.vlr.gg/184038/koi-vs-fnatic-champions-tour-2023-emea-league-w4";"KOI 40.41%  ";"FNATIC 59.59%  ";"0";40,41;59,59;0
"11";"https://www.vlr.gg/184052/giants-gaming-vs-team-vitality-champions-tour-2023-emea-league-w7";"Giants Gaming 68.94%  ";"Team Vitality 31.06%  ";"1";68,94;31,06;1
"12";"https://www.vlr.gg/196152/g2-esports-vs-faze-clan-challengers-league-north-america-w4";"G2 Esports 76.43%  ";"FaZe Clan 23.57%  ";"0";76,43;23,57;1
"13";"https://www.vlr.gg/202345/reta-esports-vs-fusion-challengers-league-latam-north-ace-split-2-w3";"RETA Esports 59.3%  ";"FUSION 40.7%  ";"0";59,3;40,7;1
"14";"https://www.vlr.gg/193570/red-canids-vs-oddik-challengers-league-brazil-split-2-w6";"RED Canids 43.3%  ";"ODDIK 56.7%  ";"0";43,3;56,7;0
"15";"https://www.vlr.gg/196153/tsm-vs-turtle-troop-challengers-league-north-america-w4";"TSM 69.34%  ";"Turtle Troop 30.66%  ";"0";69,34;30,66;1
