"";"b";"V1";"V2";"ganhador";"V1_n";"V2_n";"prev"
"x1";"https://www.vlr.gg/186433/number-one-player-vs-weibo-gaming-fgc-valorant-invitational-2023-act-1-d9";"Number One Player 4.99%  ";"Weibo Gaming 95.01%  ";"0";4,99;95,01;0
"x2";"https://www.vlr.gg/184461/zeta-division-vs-rex-regum-qeon-champions-tour-2023-pacific-league-w2";"ZETA DIVISION 42.59%  ";"Rex Regum Qeon 57.41%  ";"1";42,59;57,41;0
"x3";"https://www.vlr.gg/186434/edward-gaming-vs-nter-fgc-valorant-invitational-2023-act-1-d9";"EDward Gaming 94.32%  ";"NTER 5.68%  ";"1";94,32;5,68;1
"x4";"https://www.vlr.gg/184462/talon-esports-vs-t1-champions-tour-2023-pacific-league-w2";"Talon Esports 47.38%  ";"T1 52.62%  ";"0";47,38;52,62;0
"x5";"https://www.vlr.gg/186435/funplus-phoenix-vs-kone-esc-fgc-valorant-invitational-2023-act-1-d9";"FunPlus Phoenix 33.59%  ";"KONE eSC 66.41%  ";"1";33,59;66,41;0
"x6";"https://www.vlr.gg/189067/galakticos-vs-papara-supermassive-challengers-league-turkey-birlik-split-2-group-stage-w1";"Galakticos 19.92%  ";"Papara SuperMassive 80.08%  ";"0";19,92;80,08;0
"x7";"https://www.vlr.gg/188451/saw-vs-ex0tik-gaming-challengers-league-portugal-tempest-split-2-regular-season-r1";"SAW 94.94%  ";"EX0TIK GAMING 5.06%  ";"1";94,94;5,06;1
"x8";"https://www.vlr.gg/188521/laterious-vs-alternate-attax-challengers-league-dach-evolution-split-2-r1";"Laterious 22.39%  ";"ALTERNATE aTTaX 77.61%  ";"0";22,39;77,61;0
"x9";"https://www.vlr.gg/185897/godlike-esports-vs-velocity-gaming-challengers-league-south-asia-split-1-w3";"GodLike Esports 24.75%  ";"Velocity Gaming 75.25%  ";"0";24,75;75,25;0
"x10";"https://www.vlr.gg/188452/ftw-esports-vs-egn-esports-challengers-league-portugal-tempest-split-2-regular-season-r1";"FTW Esports 3.64%  ";"EGN Esports 96.36%  ";"0";3,64;96,36;0
"x11";"https://www.vlr.gg/188378/outplayed-vs-macko-esports-challengers-league-italy-rinascimento-split-2-w1";"Outplayed 28.57%  ";"Macko Esports 71.43%  ";"0";28,57;71,43;0
"x12";"https://www.vlr.gg/188453/gtz-esports-vs-vikings-fourteen-challengers-league-portugal-tempest-split-2-regular-season-r1";"GTZ Esports 76.56%  ";"VIKINGS Fourteen 23.44%  ";"1";76,56;23,44;1
"x13";"https://www.vlr.gg/188522/ovation-esports-vs-angry-titans-challengers-league-dach-evolution-split-2-r1";"Ovation eSports 94.74%  ";"Angry Titans 5.26%  ";"0";94,74;5,26;1
"x14";"https://www.vlr.gg/189068/fenerbah-e-esports-vs-s2g-esports-challengers-league-turkey-birlik-split-2-group-stage-w1";"Fenerbahçe Esports 0.5%  ";"S2G Esports 99.5%  ";"0";0,5;99,5;0
"x15";"https://www.vlr.gg/188454/panthers-esports-vs-impulse-gw-challengers-league-portugal-tempest-split-2-regular-season-r1";"Panthers Esports 54.09%  ";"Impulse GW 45.91%  ";"0";54,09;45,91;1
"x16";"https://www.vlr.gg/189537/nom-esports-vs-anonymo-esports-challengers-league-east-surge-split-2-r1";"NOM Esports 47.2%  ";"Anonymo Esports 52.8%  ";"0";47,2;52,8;0
"x17";"https://www.vlr.gg/183774/sentinels-vs-100-thieves-champions-tour-2023-americas-league-w1";"Sentinels 64.8%  ";"100 Thieves 35.2%  ";"1";64,8;35,2;1
"x18";"https://www.vlr.gg/188380/dsyre-vs-hmble-challengers-league-italy-rinascimento-split-2-w1";"DSYRE 92.48%  ";"HMBLE 7.52%  ";"1";92,48;7,52;1
"x19";"https://www.vlr.gg/189538/enterprise-esports-vs-rapid-ninjas-challengers-league-east-surge-split-2-r1";"Enterprise Esports 46.42%  ";"Rapid Ninjas 53.58%  ";"0";46,42;53,58;0
"x20";"https://www.vlr.gg/188381/qlash-vs-gmt-esports-challengers-league-italy-rinascimento-split-2-w1";"QLASH 8.86%  ";"GMT Esports 91.14%  ";"0";8,86;91,14;0
"x21";"https://www.vlr.gg/183775/kr-esports-vs-furia-champions-tour-2023-americas-league-w1";"KRÜ Esports 70.46%  ";"FURIA 29.54%  ";"0";70,46;29,54;1
