"";"b";"V1";"V2";"ganhador";"V1_n";"V2_n";"prev"
"1";"https://www.vlr.gg/193463/igzist-vs-sengoku-gaming-challengers-league-japan-split-2-d11";"IGZIST 63.64%  ";"Sengoku Gaming 36.36%  ";"1";63,64;36,36;1
"2";"https://www.vlr.gg/193464/northeption-vs-jadeite-challengers-league-japan-split-2-d11";"NORTHEPTION 34.94%  ";"Jadeite 65.06%  ";"0";34,94;65,06;0
"3";"https://www.vlr.gg/193277/funcrew-vs-xyz-challengers-league-oceania-split-2-group-stage-w5";"Funcrew 53.59%  ";"xyz 46.41%  ";"1";53,59;46,41;1
"4";"https://www.vlr.gg/204421/funplus-phoenix-vs-kingzone-fgc-valorant-invitational-2023-act-2-opening-c";"FunPlus Phoenix 63.27%  ";"Kingzone 36.73%  ";"1";63,27;36,73;1
"5";"https://www.vlr.gg/188372/made-in-thailand-vs-the-infinity-esport-challengers-league-thailand-split-2-w5";"Made in Thailand 78.75%  ";"The Infinity Esport 21.25%  ";"1";78,75;21,25;1
"6";"https://www.vlr.gg/193465/fennel-vs-crazy-raccoon-challengers-league-japan-split-2-d11";"FENNEL 50.94%  ";"Crazy Raccoon 49.06%  ";"1";50,94;49,06;1
"7";"https://www.vlr.gg/193278/95x-esports-vs-mammoth-esc-challengers-league-oceania-split-2-group-stage-w5";"95x Esports 80.36%  ";"Mammoth ESC 19.64%  ";"1";80,36;19,64;1
"8";"https://www.vlr.gg/188373/sharper-esport-vs-full-sense-challengers-league-thailand-split-2-w5";"Sharper Esport 49.02%  ";"FULL SENSE 50.98%  ";"0";49,02;50,98;0
"9";"https://www.vlr.gg/204422/nter-vs-night-wings-gaming-fgc-valorant-invitational-2023-act-2-opening-c";"NTER 71.15%  ";"Night Wings Gaming 28.85%  ";"1";71,15;28,85;1
"10";"https://www.vlr.gg/204038/aster-army-vs-gods-reign-challengers-league-south-asia-split-2-w2";"Aster Army 24.32%  ";"Gods Reign 75.68%  ";"1";24,32;75,68;0
"11";"https://www.vlr.gg/184050/natus-vincere-vs-team-liquid-champions-tour-2023-emea-league-w6";"Natus Vincere 71.68%  ";"Team Liquid 28.32%  ";"1";71,68;28,32;1
"12";"https://www.vlr.gg/196150/g2-esports-vs-mad-lions-challengers-league-north-america-w3";"G2 Esports 32.12%  ";"MAD Lions 67.88%  ";"0";32,12;67,88;0
"13";"https://www.vlr.gg/196151/oxygen-esports-vs-tsm-challengers-league-north-america-w3";"Oxygen Esports 50.55%  ";"TSM 49.45%  ";"1";50,55;49,45;1
"14";"https://www.vlr.gg/202360/all-knights-vs-furious-gaming-challengers-league-latam-south-fire-split-2-w2";"All Knights 42.23%  ";"Furious Gaming 57.77%  ";"1";42,23;57,77;0
