"";"b";"V1";"V2";"ganhador";"V1_n";"V2_n";"prev"
"1";"https://www.vlr.gg/233057/gtz-esports-vs-fokus-champions-tour-2023-emea-ascension-sf";"GTZ Esports 44.64%  ";"FOKUS 55.36%  ";"0";44,64;55,36;0
"2";"https://www.vlr.gg/233058/team-queso-vs-s2g-esports-champions-tour-2023-emea-ascension-sf";"Team Queso 70.17%  ";"S2G Esports 29.83%  ";"0";70,17;29,83;1
