"";"b";"V1";"V2";"ganhador";"V1_n";"V2_n";"prev"
"1";"https://www.vlr.gg/222688/xerxia-esports-vs-one-team-esports-champions-tour-2023-pacific-ascension-group-stage-alpha";"XERXIA Esports 20.88%  ";"ONE Team Esports 79.12%  ";"1";20,88;79,12;0
"2";"https://www.vlr.gg/222689/naos-vs-fancy-united-esports-champions-tour-2023-pacific-ascension-group-stage-alpha";"NAOS 23.11%  ";"Fancy United Esports 76.89%  ";"1";23,11;76,89;0
"3";"https://www.vlr.gg/222699/scarz-vs-bonkers-champions-tour-2023-pacific-ascension-group-stage-omega";"SCARZ 28.76%  ";"Bonkers 71.24%  ";"1";28,76;71,24;0
"4";"https://www.vlr.gg/222290/wlgaming-esports-vs-vx300-gaming-challengers-league-italy-rinascimento-relegation-winners";"WLGaming Esports 31.67%  ";"VX300 Gaming 68.33%  ";"0";31,67;68,33;0
"5";"https://www.vlr.gg/221959/sunxet-club-fem-vs-globant-emerald-team-game-changers-2023-latin-america-split-1-round-robin";"SunXet Club Fem 38%  ";"Globant Emerald Team 62%  ";"0";38;62;0
