"";"b";"V1";"V2";"ganhador";"V1_n";"V2_n";"prev"
"1";"https://www.vlr.gg/184481/zeta-division-vs-talon-esports-champions-tour-2023-pacific-league-w5";"ZETA DIVISION 44.8%  ";"Talon Esports 55.2%  ";"0";44,8;55,2;0
"2";"https://www.vlr.gg/199371/zeta-gaming-vs-falcons-challengers-league-spain-rising-split-2-r8";"ZETA Gaming 33.42%  ";"Falcons 66.58%  ";"0";33,42;66,58;0
"3";"https://www.vlr.gg/188569/who-cars-vs-apeks-challengers-league-northern-europe-polaris-split-2-r4";"who cars? 39.48%  ";"Apeks 60.52%  ";"0";39,48;60,52;0
"4";"https://www.vlr.gg/197219/g2-gozen-vs-untapped-game-changers-2023-series-i-emea-groups-r1";"G2 Gozen 74.42%  ";"UNtapped 25.58%  ";"1";74,42;25,58;1
"5";"https://www.vlr.gg/197220/natus-vincere-celestials-vs-bbl-queens-game-changers-2023-series-i-emea-groups-r1";"Natus Vincere Celestials 59.1%  ";"BBL Queens 40.9%  ";"0";59,1;40,9;1
"6";"https://www.vlr.gg/197222/rebels-velvet-vs-alliance-coven-game-changers-2023-series-i-emea-groups-r1";"Rebels Velvet 46.82%  ";"Alliance Coven 53.18%  ";"1";46,82;53,18;0
"7";"https://www.vlr.gg/199372/kpi-gaming-vs-aym-esports-challengers-league-spain-rising-split-2-r8";"KPI Gaming 71.99%  ";"AYM Esports 28.01%  ";"0";71,99;28,01;1
"8";"https://www.vlr.gg/199373/rebels-gaming-vs-ramboot-club-challengers-league-spain-rising-split-2-r8";"Rebels Gaming 39.92%  ";"Ramboot Club 60.08%  ";"0";39,92;60,08;0
"9";"https://www.vlr.gg/199374/team-queso-vs-ucam-tokiers-challengers-league-spain-rising-split-2-r8";"Team Queso 60.91%  ";"UCAM Tokiers 39.09%  ";"1";60,91;39,09;1
"10";"https://www.vlr.gg/183797/leviat-n-vs-100-thieves-champions-tour-2023-americas-league-w4";"Leviatán 43.1%  ";"100 Thieves 56.9%  ";"0";43,1;56,9;0
"11";"https://www.vlr.gg/188570/emasters-vs-hsdirr-challengers-league-northern-europe-polaris-split-2-r4";"eMasters 32.66%  ";"HSDIRR 67.34%  ";"1";32,66;67,34;0
"12";"https://www.vlr.gg/197249/guild-x-vs-geekay-esports-cherry-game-changers-2023-series-i-emea-groups-r1";"Guild X 73.45%  ";"GeeKay Esports Cherry 26.55%  ";"1";73,45;26,55;1
"13";"https://www.vlr.gg/197251/acend-rising-vs-karmine-corp-gc-game-changers-2023-series-i-emea-groups-r1";"Acend Rising 53.28%  ";"Karmine Corp GC 46.72%  ";"1";53,28;46,72;1
"14";"https://www.vlr.gg/197252/case-hydra-vs-kpi-shine-game-changers-2023-series-i-emea-groups-r1";"Case Hydra 80.26%  ";"KPI Shine 19.74%  ";"1";80,26;19,74;1
"15";"https://www.vlr.gg/199375/case-esports-vs-movistar-riders-challengers-league-spain-rising-split-2-r8";"Case Esports 70.19%  ";"Movistar Riders 29.81%  ";"1";70,19;29,81;1
"16";"https://www.vlr.gg/183798/evil-geniuses-vs-loud-champions-tour-2023-americas-league-w4";"Evil Geniuses 42.26%  ";"LOUD 57.74%  ";"0";42,26;57,74;0
