"";"b";"V1";"V2";"ganhador";"V1_n";"V2_n";"prev"
"1";"https://www.vlr.gg/235552/attacking-soul-esports-vs-trace-esports-champions-tour-2023-champions-china-qualifier-ubqf";"Attacking Soul Esports 31.2%  ";"Trace Esports 68.8%  ";"0";31,2;68,8;0
"2";"https://www.vlr.gg/235553/bilibili-gaming-vs-monarch-effect-champions-tour-2023-champions-china-qualifier-ubqf";"Bilibili Gaming 73.03%  ";"Monarch Effect 26.97%  ";"1";73,03;26,97;1
"3";"https://www.vlr.gg/232950/twisted-minds-esports-vs-geekay-esports-saudi-eleagues-2023-season-1-playoffs-gf";"Twisted Minds Esports 76.7%  ";"Geekay Esports 23.3%  ";"1";76,7;23,3;1
"4";"https://www.vlr.gg/235394/g2-gozen-vs-natus-vincere-celestials-game-changers-2023-series-ii-emea-groups-r3";"G2 Gozen 43.06%  ";"Natus Vincere Celestials 56.94%  ";"1";43,06;56,94;0
"5";"https://www.vlr.gg/235395/odd-1-out-vs-kpi-shine-game-changers-2023-series-ii-emea-groups-r3";"Odd 1 OUT 40.95%  ";"KPI Shine 59.05%  ";"0";40,95;59,05;0
"6";"https://www.vlr.gg/235396/tiger-anonymo-vs-alliance-coven-game-changers-2023-series-ii-emea-groups-r3";"TIGER Anonymo 26.16%  ";"Alliance Coven 73.84%  ";"1";26,16;73,84;0
"7";"https://www.vlr.gg/235397/karmine-corp-gc-vs-ninjas-in-pyjamas-lightning-game-changers-2023-series-ii-emea-groups-r3";"Karmine Corp GC 31.2%  ";"Ninjas in Pyjamas Lightning 68.8%  ";"1";31,2;68,8;0
"8";"https://www.vlr.gg/235422/bbl-queens-vs-excel-gc-game-changers-2023-series-ii-emea-groups-r3";"BBL Queens 79.83%  ";"EXCEL GC 20.17%  ";"1";79,83;20,17;1
"9";"https://www.vlr.gg/235423/the-a-team-vs-case-hydra-game-changers-2023-series-ii-emea-groups-r3";"The A Team 35.27%  ";"Case Hydra 64.73%  ";"0";35,27;64,73;0
"10";"https://www.vlr.gg/235424/fut-female-vs-rebels-velvet-game-changers-2023-series-ii-emea-groups-r3";"FUT Female 66.71%  ";"Rebels Velvet 33.29%  ";"1";66,71;33,29;1
"11";"https://www.vlr.gg/235425/acend-rising-vs-guild-gc-game-changers-2023-series-ii-emea-groups-r3";"Acend Rising 45.4%  ";"Guild GC 54.6%  ";"1";45,4;54,6;0
