"";"b";"V1";"V2";"ganhador";"V1_n";"V2_n";"prev"
"1";"https://www.vlr.gg/209029/nongshim-redforce-vs-slt-seongam-world-cyber-games-challengers-league-korea-split-2-lr1";"Nongshim RedForce 20.01%  ";"SLT Seongam 79.99%  ";"0";20,01;79,99;0
"2";"https://www.vlr.gg/181473/gamelab-alpha-vs-zol-esports-challengers-league-philippines-split-2-playoffs-ur1";"GameLab Alpha 49.39%  ";"ZOL Esports 50.61%  ";"1";49,39;50,61;0
"3";"https://www.vlr.gg/209030/gwangju-shadow-vs-incheon-on-sla2ers-world-cyber-games-challengers-league-korea-split-2-lr1";"Gwangju Shadow 47.2%  ";"Incheon On Sla2ers 52.8%  ";"0";47,2;52,8;0
"4";"https://www.vlr.gg/213129/one-team-esports-vs-utt-esports-challengers-league-taiwan-hong-kong-split-2-ubsf";"ONE Team Esports 87.48%  ";"UTT Esports 12.52%  ";"1";87,48;12,52;1
"5";"https://www.vlr.gg/181474/action-ph-vs-mvp-esports-challengers-league-philippines-split-2-playoffs-ur1";"Action PH 74.78%  ";"MVP Esports 25.22%  ";"1";74,78;25,22;1
"6";"https://www.vlr.gg/213130/anti-eco-eco-club-vs-oblivion-force-challengers-league-taiwan-hong-kong-split-2-ubsf";"Anti Eco Eco Club 36.69%  ";"Oblivion Force 63.31%  ";"1";36,69;63,31;0
"7";"https://www.vlr.gg/213195/fnatic-vs-fut-esports-champions-tour-2023-emea-league-ubsf";"FNATIC 59.98%  ";"FUT Esports 40.02%  ";"1";59,98;40,02;1
"8";"https://www.vlr.gg/213196/natus-vincere-vs-team-liquid-champions-tour-2023-emea-league-ubsf";"Natus Vincere 71.06%  ";"Team Liquid 28.94%  ";"0";71,06;28,94;1
"9";"https://www.vlr.gg/189052/loud-vs-furia-champions-tour-2023-americas-league-ubsf";"LOUD 66.05%  ";"FURIA 33.95%  ";"1";66,05;33,95;1
"10";"https://www.vlr.gg/189053/cloud9-vs-evil-geniuses-champions-tour-2023-americas-league-ubsf";"Cloud9 55.62%  ";"Evil Geniuses 44.38%  ";"0";55,62;44,38;1
